job_name,result,bmc.circ_sz,bmc.dag_sz,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
nospec_mask,TRUE,14,84,0,0,0,0,0.02,0.02,0.01,0.03,0.01,0.01,0.03,0
priority_queue_capacity,TRUE,180,834,0,6,6,3,0.92,0.92,0.04,0.98,0.01,0.01,1,0
priority_queue_clean_up,TRUE,70,345,0,1,4,2,0.01,0.01,0.02,0.24,0,0.01,0.04,0
priority_queue_init_dynamic,TRUE,58,250,0,0,0,6,0.28,0.28,0.01,0.33,0.01,0.01,0.3,0
priority_queue_init_static,TRUE,36,163,0,0,0,2,0.38,0.38,0.01,0.28,0.01,0.01,0.4,0
priority_queue_size,TRUE,184,854,0,6,6,3,0.88,0.88,0.05,1.02,0.01,0.01,0.96,0
priority_queue_top,TRUE,180,845,0,6,6,3,1.43,1.43,0.04,0.95,0.01,0.01,1.49,0
ptr_eq,TRUE,6,30,0,0,0,0,0.01,0.01,0,0.03,0,0,0.02,0
ring_buffer_acquire_up_to2,FALSE,264,1197,0,0,0,0,0.3,0.3,0.1,0.77,0.01,0.02,0.46,0
ring_buffer_acquire2,FALSE,267,1148,0,0,0,0,0.47,0.47,0.09,0.77,0.01,0.01,0.62,0
ring_buffer_buf_belongs_to_pool2,TRUE,171,748,0,0,0,0,15.82,15.82,0.07,0.32,0.01,0.02,15.93,0
ring_buffer_clean_up,TRUE,32,160,0,0,0,0,0.01,0.01,0.01,0.07,0.01,0.01,0.04,0
ring_buffer_init,TRUE,18,88,0,0,0,0,0.42,0.42,0.01,0.07,0.01,0.01,0.44,0
ring_buffer_release2,FALSE,219,903,0,0,0,0,5.16,5.16,0.08,0.4,0.01,0.01,5.29,0
round_up_to_power_of_two,TRUE,26,635,0,0,0,0,0.14,0.14,0.01,0.03,0.01,0.02,0.18,0
string_bytes,TRUE,20,171,2,0,2,7,0.09,0.09,0.01,0.04,0.01,0.01,0.12,0
string_compare,TRUE,330,2015,43,0,23,6,4.4,4.4,0.09,0.11,0.01,0.02,4.55,0
string_destroy,TRUE,23,179,2,0,2,3,0.06,0.06,0.01,0.03,0,0.01,0.08,0
string_destroy_secure,TRUE,43,336,2,3,5,4,0.07,0.07,0.01,0.04,0.01,0.01,0.11,0
string_eq,TRUE,330,1972,47,0,27,6,3.41,3.41,0.09,0.13,0.01,0.02,3.56,0
string_eq_byte_buf,TRUE,258,1589,23,0,14,9,1.79,1.79,0.08,0.16,0.01,0.02,1.91,0
string_eq_byte_buf_ignore_case,TRUE,226,3022,21,1,12,4,2.26,2.26,0.08,0.13,0.01,0.03,2.41,0
string_eq_byte_cursor,TRUE,241,1501,24,0,15,9,2.04,2.04,0.07,0.13,0.01,0.01,2.15,0
string_eq_byte_cursor_ignore_case,TRUE,278,4192,21,7,12,4,3.83,3.83,0.07,0.1,0.01,0.04,3.99,0
string_eq_c_str,TRUE,367,2004,10,1,11,7,1.89,1.89,0.07,0.08,0.01,0.02,2,0
string_eq_c_str_ignore_case,TRUE,360,4574,9,1,10,7,2.14,2.14,0.06,0.08,0.01,0.03,2.28,0
string_eq_ignore_case,TRUE,386,4825,52,0,20,6,2.01,2.01,0.13,0.08,0.01,0.05,2.3,0
string_new_from_array,TRUE,102,934,0,18,18,2,0.73,0.73,0.03,0.07,0.01,0.01,0.79,0
string_new_from_c_str,TRUE,225,1148,0,16,16,22,0.12,0.12,0.04,0.11,0.01,0.01,0.19,0
string_new_from_string,TRUE,118,1021,12,11,23,13,0.64,0.64,0.03,0.11,0.01,0.02,0.71,0
