job_name,result,bmc.circ_sz,bmc.dag_sz,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi,opsem_crab_solve_isderef
string_eq_byte_buf_ignore_case,TRUE,350,3351,21,15,0,0,1.36,1.36,0.12,0,0.01,0.02,1.56,0,0.03
string_eq_byte_cursor,TRUE,330,1848,24,20,0,0,1.32,1.32,0.1,0,0.01,0.02,1.48,0,0.02
string_eq_byte_cursor_ignore_case,TRUE,372,4418,21,27,0,0,2.36,2.36,0.1,0,0.01,0.04,2.58,0,0.04
string_eq_c_str,TRUE,570,2690,10,54,0,0,1.36,1.36,0.03,0,0.01,0.01,1.45,0,0.01
string_eq_c_str_ignore_case,TRUE,563,5112,9,54,0,0,2.07,2.07,0.03,0,0.01,0.03,2.17,0,0.02
string_eq_ignore_case,TRUE,405,4893,52,6,0,0,2.22,2.22,0.19,0,0.01,0.05,2.59,0,0.07
string_new_from_array,TRUE,106,931,0,20,0,0,0.98,0.98,0.02,0,0.01,0.01,1.05,0,0.01
string_new_from_c_str,TRUE,364,1624,0,53,0,0,0.1,0.1,0.02,0,0.01,0.01,0.16,0,0.01
string_new_from_string,TRUE,158,1159,12,24,0,0,0.36,0.36,0.04,0,0.01,0.02,0.45,0,0.02
chan_msg_sync,TRUE,133,1017,0,4,0,0,0.01,0.01,0.02,0,0.01,0.02,0.07,0,0.01
gatekeeper_ipc,TRUE,3155,21386,0,47,0,0,0.03,0.03,0.16,0,0.01,0.49,1.75,0,0.04
port_accept_pf,TRUE,24,147,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0,0
port_close_pf,TRUE,10,55,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.02,0,0
port_connect_pf,TRUE,12,67,0,0,0,0,0.01,0.01,0,0,0,0,0.02,0,0
port_create_pf,TRUE,10,55,0,0,0,0,0.01,0.01,0.01,0,0.01,0,0.02,0,0
port_get_msg_pf,TRUE,66,338,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0,0
port_put_msg_pf,TRUE,194,1022,0,6,0,0,0.01,0.01,0.01,0,0.01,0.01,0.05,0,0.01
port_read_msg_pf,TRUE,120,641,0,2,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0,0.01
port_send_msg_pf,TRUE,139,750,0,2,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0,0.01
port_set_cookie_pf,TRUE,27,149,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0.03,0,0
port_wait_any_pf,TRUE,211,1119,0,6,0,0,0.01,0.01,0.01,0,0.01,0.01,0.05,0,0.01
port_wait_pf,TRUE,181,1158,0,6,0,0,0.01,0.01,0.01,0,0.01,0.02,0.05,0,0.01
rpmb_program_key,TRUE,512,2781,0,8,0,0,0.01,0.01,0.05,0,0.01,0.04,0.17,0,0.01
rpmb_read,TRUE,512,2781,0,8,0,0,0.01,0.01,0.05,0,0.01,0.04,0.16,0,0.01
rpmb_read_no_mac,TRUE,512,2781,0,8,0,0,0.01,0.01,0.05,0,0.01,0.04,0.17,0,0.01
rpmb_send,TRUE,602,3380,0,8,0,0,0.01,0.01,0.09,0,0.01,0.11,0.31,0,0.01
rpmb_verify,TRUE,790,4201,0,26,0,0,0.05,0.05,0.04,0,0.01,0.04,0.21,0,0.01
rpmb_write,TRUE,512,2781,0,8,0,0,0.01,0.01,0.04,0,0.01,0.04,0.15,0,0.01
storage_ipc_indirect_handlers,TRUE,810,4318,46,10,0,0,0.48,0.48,0.57,0,0.01,0.16,1.51,0,0.18
storage_ipc_msg_buffer,TRUE,1175,6369,45,17,0,0,1.02,1.02,1.21,0,0.01,0.63,3.27,0,0.2
storage_ipc_port_create_destroy,TRUE,25,142,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.02,0,0
storage_multiple_ports,TRUE,284,1401,0,22,0,0,0.01,0.01,0.02,0,0.01,0.02,0.07,0,0.01
tipc_ns_open_close_file,TRUE,483,2756,0,5,0,0,0.01,0.01,0.05,0,0.01,0.05,0.17,0,0.01
tipc_ns_open_file,TRUE,294,1634,0,5,0,0,0.01,0.01,0.03,0,0.01,0.02,0.08,0,0.01
tipc_ns_read_ops,TRUE,730,4190,0,8,0,0,0.01,0.01,0.11,0,0.01,0.34,0.54,0,0.01
tipc_ns_write_ops,TRUE,736,4213,0,9,0,0,0.01,0.01,0.12,0,0.01,0.34,0.56,0,0.01
