job_name,result,bmc.circ_sz,bmc.dag_sz,crab.opsem.isderef.not.solve,crab.opsem.isderef.solve,crab.pp.isderef.not.solve,crab.pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
string_eq,TRUE,330,1979,47,0,27,6,4.07,3.24,0.65,0.37,0.01,0.04,4.09,0
string_eq_byte_buf,TRUE,252,1414,21,0,14,9,1.88,1.23,0.55,0.53,0.01,0.03,1.90,0
string_eq_byte_buf_ignore_case,TRUE,216,2964,19,1,12,4,3.13,2.11,0.89,0.43,0.01,0.04,3.17,0
string_eq_byte_cursor,TRUE,231,1329,22,0,15,9,1.42,0.91,0.43,0.35,0.01,0.02,1.45,0
string_eq_c_str,TRUE,367,2138,10,1,11,7,1.82,1.67,0.09,0.18,0.01,0.02,1.84,0
string_eq_byte_cursor_ignore_case,TRUE,268,4170,19,7,12,4,3.48,2.62,0.72,0.30,0.01,0.05,3.50,0
string_eq_c_str_ignore_case,TRUE,360,4707,9,1,10,7,3.16,2.99,0.08,0.16,0.01,0.04,3.18,0
string_new_from_array,TRUE,102,917,0,18,18,2,1.24,1.07,0.12,0.16,0.01,0.02,1.26,0
string_new_from_c_str,TRUE,225,1145,0,16,16,22,0.27,0.16,0.07,0.19,0.01,0.02,0.29,0
string_eq_ignore_case,TRUE,386,4876,52,0,20,6,6.97,4.06,2.44,0.23,0.01,0.08,7.01,0
string_destroy,TRUE,27,209,3,0,3,2,0.08,0.04,0.02,0.05,0,0.01,0.09,0
string_new_from_string,TRUE,159,1118,29,2,31,5,0.74,0.44,0.20,0.26,0.01,0.03,0.76,0
string_destroy_secure,TRUE,50,893,5,0,5,4,0.81,0.72,0.05,0.07,0.01,0.02,0.82,0
linked_list_swap_contents,FALSE,32,153,0,0,124,34,0.03,0.01,0.01,26.66,0,0.01,0.04,0
priority_queue_size,TRUE,189,876,0,6,6,3,0.67,0.50,0.14,7.70,0.01,0.01,0.70,0
priority_queue_capacity,TRUE,185,856,0,6,6,3,0.64,0.47,0.14,8.68,0.01,0.01,0.65,0
priority_queue_init_static,TRUE,40,163,0,0,0,2,0.12,0.10,0.01,1.38,0.01,0.01,0.14,0
priority_queue_init_dynamic,TRUE,41,177,0,0,0,6,0.13,0.10,0.02,1.66,0.01,0.01,0.13,0
priority_queue_clean_up,TRUE,73,375,0,1,4,2,0.06,0.01,0.04,1.06,0,0.01,0.07,0
ring_buffer_clean_up,TRUE,32,164,0,0,0,0,0.06,0.01,0.04,0.19,0.01,0.01,0.07,0
ring_buffer_init,TRUE,18,83,0,0,0,0,0.06,0.03,0.02,0.37,0.01,0.01,0.06,0
array_eq_c_str2,TRUE,331,1651,0,0,0,5,0.93,0.88,0.03,0.13,0.01,0.01,0.94,0
array_eq2,TRUE,228,1285,0,0,0,8,1.64,1.48,0.14,0.10,0.01,0.01,1.66,0
array_eq_c_str_ignore_case2,TRUE,188,2706,0,0,0,5,0.07,0.01,0.01,0.14,0.01,0.03,0.09,0
array_eq_ignore_case2,TRUE,130,2412,0,0,0,2,0.41,0.02,0.35,0.10,0.01,0.03,0.43,0
priority_queue_top,TRUE,188,883,0,6,6,3,0.66,0.48,0.15,8.46,0.01,0.01,0.68,0
array_list_back2,TRUE,93,391,2,0,2,2,0.55,0.39,0.12,0.73,0.01,0.02,0.57,0
array_list_capacity2,TRUE,65,280,0,0,0,0,0.49,0.39,0.08,0.40,0.01,0.01,0.50,0
array_list_front2,TRUE,93,388,2,0,2,2,0.54,0.39,0.11,0.67,0.01,0.02,0.55,0
array_list_ensure_capacity2,TRUE,91,427,0,0,0,4,1.23,1.05,0.15,0.68,0.01,0.01,1.25,0
array_list_get_at2,TRUE,99,422,2,0,2,2,0.81,0.64,0.14,0.75,0.01,0.01,0.83,0
array_list_get_at_ptr2,TRUE,87,377,0,0,0,0,0.54,0.40,0.12,0.70,0.01,0.01,0.55,0
array_list_length2,TRUE,66,290,0,0,0,0,0.46,0.37,0.08,0.34,0.01,0.01,0.48,0
array_list_pop_back2,TRUE,70,309,0,0,0,0,0.98,0.86,0.09,0.56,0.01,0.02,0.99,0
array_list_init_static2,TRUE,64,290,0,0,0,0,0.45,0.41,0.03,3.17,0.00,0.01,0.46,0
array_list_pop_front2,TRUE,88,376,4,0,4,0,1.43,1.28,0.12,0.63,0.01,0.02,1.44,0
array_list_set_at2,TRUE,131,728,2,0,2,6,2.07,1.73,0.26,1.54,0.01,0.04,2.09,0
array_list_sort2,TRUE,70,308,0,0,0,0,0.49,0.39,0.09,0.39,0.01,0.01,0.51,0
array_list_push_back2,TRUE,132,720,2,0,2,6,0.43,0.17,0.19,9.48,0.01,0.04,0.44,0
byte_buf_advance2,TRUE,92,408,0,0,0,0,0.20,0.04,0.13,1.23,0.01,0.01,0.21,0
byte_buf_append2,TRUE,66,279,0,0,0,4,0.17,0.03,0.12,0.56,0.01,0.01,0.19,0
byte_buf_append_dynamic2,TRUE,90,397,4,0,4,8,0.32,0.07,0.21,1.03,0.01,0.01,0.34,0
byte_buf_append_with_lookup2,TRUE,113,518,0,0,0,3,0.66,0.04,0.56,1.03,0.01,0.03,0.68,0
hash_table_eq,TRUE,5623,23124,587,12,17,97,191.99,14.63,150.78,52.34,0.01,0.54,192.66,0
byte_buf_eq_c_str2,TRUE,225,1168,0,0,0,5,0.08,0.01,0.04,0.35,0.01,0.01,0.09,0
byte_buf_eq_c_str_ignore_case2,TRUE,211,2853,0,0,0,5,0.10,0.01,0.03,0.31,0.01,0.02,0.12,0
byte_buf_eq_ignore_case2,TRUE,192,2722,0,11,1,1,2.22,0.72,1.24,0.94,0.01,0.04,2.25,0
byte_buf_init_copy2,TRUE,108,695,0,0,0,7,0.52,0.28,0.20,1.86,0.01,0.02,0.54,0
array_list_clear2,TRUE,60,271,0,0,0,0,0.85,0.80,0.04,0.40,0.01,0.01,0.85,0
array_list_erase2,TRUE,118,507,8,0,8,0,1.72,1.49,0.19,0.99,0.01,0.01,1.73,0
array_list_pop_front_n2,TRUE,106,459,4,0,4,0,2.18,1.98,0.15,0.64,0.01,0.03,2.19,0
byte_buf_write2,TRUE,86,420,0,0,0,5,0.29,0.12,0.14,0.44,0.01,0.02,0.30,0
byte_buf_write_be162,TRUE,57,253,0,0,0,2,0.11,0.02,0.07,0.27,0.01,0.01,0.12,0
byte_buf_write_be322,TRUE,57,253,0,0,0,2,0.12,0.02,0.08,0.27,0.01,0.01,0.12,0
byte_buf_write_be642,TRUE,66,296,0,0,0,3,0.13,0.03,0.08,0.39,0.01,0.01,0.14,0
byte_buf_write_from_whole_buffer2,TRUE,129,567,0,4,4,0,0.57,0.16,0.34,0.97,0.01,0.03,0.59,0
byte_buf_write_from_whole_cursor2,TRUE,85,400,0,0,0,4,0.34,0.11,0.18,0.69,0.01,0.02,0.35,0
byte_buf_write_from_whole_string2,TRUE,156,1099,17,0,24,3,1.52,1.11,0.30,0.56,0.01,0.04,1.54,0
byte_buf_write_u82,TRUE,52,235,0,0,0,2,0.11,0.02,0.07,0.26,0.01,0.01,0.13,0
byte_cursor_advance2,TRUE,46,220,0,0,0,0,0.07,0.03,0.04,0.25,0.01,0.01,0.07,0
byte_cursor_read2,TRUE,70,375,2,0,2,2,0.22,0.14,0.06,0.27,0.01,0.01,0.23,0
byte_cursor_read_u8_2,TRUE,51,276,2,0,2,2,0.11,0.05,0.05,0.23,0.01,0.01,0.12,0
byte_cursor_eq2,TRUE,140,828,0,0,0,8,0.84,0.68,0.14,0.48,0.01,0.01,0.86,0
byte_cursor_from_buf2,TRUE,62,261,0,0,0,0,0.11,0.02,0.07,0.43,0.01,0.01,0.13,0
byte_cursor_read_be32_2,TRUE,43,293,2,0,2,2,0.11,0.04,0.05,0.29,0.01,0.01,0.13,0
byte_cursor_eq_byte_buf_ignore_case2,TRUE,144,2480,0,0,0,2,1.10,0.65,0.40,0.71,0.01,0.03,1.12,0
byte_cursor_eq_c_str2,TRUE,164,971,0,0,0,5,0.05,0.01,0.02,0.32,0.01,0.01,0.06,0
byte_cursor_read_be64_2,TRUE,43,340,2,0,2,2,0.15,0.08,0.05,0.30,0.01,0.01,0.16,0
byte_cursor_compare_lookup2,TRUE,152,1143,0,0,0,12,1.24,0.78,0.44,2.00,0.01,0.01,1.27,0
byte_cursor_trim_pred2,TRUE,145,694,0,0,0,2,0.18,0.01,0.15,0.29,0.01,0.01,0.20,0
byte_cursor_left_trim_pred2,TRUE,55,294,0,0,0,1,0.07,0.01,0.05,0.21,0.01,0.01,0.07,0
byte_cursor_advance_nospec2,FALSE,50,257,0,0,0,0,0.08,0.02,0.04,0.27,0.01,0.01,0.09,0
byte_cursor_read_be16_2,TRUE,43,270,2,0,2,2,0.08,0.03,0.04,0.25,0.01,0.01,0.09,0
byte_cursor_eq_c_str_ignore_case2,TRUE,194,2723,0,0,0,5,0.07,0.01,0.02,0.28,0.01,0.02,0.08,0
byte_cursor_eq_byte_buf2,TRUE,172,975,0,0,0,8,0.67,0.28,0.35,0.81,0.01,0.01,0.69,0
byte_cursor_eq_ignore_case2,TRUE,121,2380,0,0,0,2,0.37,0.02,0.32,0.42,0.01,0.03,0.39,0
byte_cursor_right_trim_pred2,TRUE,55,294,0,0,0,1,0.08,0.01,0.06,0.21,0.01,0.01,0.09,0
byte_cursor_read_and_fill_buffer2,TRUE,95,481,2,0,2,2,0.25,0.11,0.11,0.87,0.01,0.01,0.27,0
byte_cursor_satisfies_pred2,TRUE,55,294,0,0,0,1,0.07,0.01,0.05,0.14,0.01,0.01,0.07,0
byte_cursor_compare_lexical2,TRUE,139,843,0,0,0,24,0.74,0.56,0.16,0.85,0.01,0.01,0.75,0
