job_name,result,bmc.circ_sz,bmc.dag_sz,crab.isderef.not.solve,crab.isderef.solve,crab.pp.isderef.not.solve,crab.pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
byte_cursor_advance,TRUE,119,584,0,3,0,0,0.09,0.09,0.08,0,0.01,0.01,0.21,0
byte_cursor_advance_nospec,TRUE,132,686,2,1,0,0,0.46,0.46,0.08,0,0.01,0.02,0.61,0
byte_cursor_advance_nospec2,TRUE,100,492,0,0,0,0,0.09,0.09,0.06,0,0.01,0.02,0.19,0
byte_cursor_advance2,TRUE,90,412,0,0,0,0,0.03,0.03,0.05,0,0.01,0.01,0.11,0
byte_cursor_compare_lexical,TRUE,207,1068,0,8,0,0,0.66,0.66,0.28,0,0.01,0.03,1.1,0
byte_cursor_compare_lexical2,TRUE,188,919,0,8,0,0,0.1,0.1,0.07,0,0.01,0.01,0.21,0
byte_cursor_compare_lookup,TRUE,263,1268,0,18,0,0,0.3,0.3,0.51,0,0.01,0.04,1.12,0
byte_cursor_compare_lookup2,TRUE,204,980,0,12,0,0,0.05,0.05,0.11,0,0.01,0.02,0.23,0
byte_cursor_eq,TRUE,183,943,0,8,0,0,0.45,0.45,0.4,0,0.01,0.03,0.98,0
byte_cursor_eq_byte_buf,TRUE,251,1219,0,8,0,0,0.07,0.07,0.62,0,0.01,0.02,0.84,0
byte_cursor_eq_byte_buf_ignore_case,TRUE,238,1422,0,7,0,0,0.07,0.07,0.22,0,0.01,0.02,0.39,0
byte_cursor_eq_byte_buf_ignore_case2,TRUE,168,1066,0,1,0,0,0.06,0.06,0.09,0,0.01,0.02,0.21,0
byte_cursor_eq_byte_buf2,TRUE,195,925,0,2,0,0,0.05,0.05,0.11,0,0.01,0.01,0.21,0
byte_cursor_eq_c_str,TRUE,169,856,0,10,0,0,0.01,0.01,0.03,0,0.01,0.01,0.09,0
byte_cursor_eq_c_str_ignore_case,TRUE,159,1085,0,10,0,0,0.01,0.01,0.02,0,0.01,0.01,0.07,0
byte_cursor_eq_c_str_ignore_case2,TRUE,98,797,0,4,0,0,0.01,0.01,0.02,0,0.01,0.01,0.07,0
byte_cursor_eq_c_str2,TRUE,108,564,0,4,0,0,0.01,0.01,0.02,0,0.01,0.01,0.06,0
byte_cursor_eq_ignore_case,TRUE,165,1111,0,7,0,0,0.09,0.09,0.08,0,0.01,0.02,0.23,0
byte_cursor_eq_ignore_case2,TRUE,110,835,0,1,0,0,0.01,0.01,0.05,0,0.01,0.01,0.09,0
byte_cursor_eq2,TRUE,128,664,0,2,0,0,0.03,0.03,0.05,0,0.01,0.01,0.1,0
byte_cursor_from_array,TRUE,44,201,0,0,0,0,0.01,0.01,0.02,0,0,0.01,0.05,0
byte_cursor_from_buf,TRUE,188,861,0,3,0,0,0.02,0.02,0.12,0,0.01,0.01,0.19,0
byte_cursor_from_buf2,TRUE,146,632,0,0,0,0,0.03,0.03,0.07,0,0.01,0.01,0.15,0
byte_cursor_from_c_str,TRUE,180,976,0,18,0,0,0.01,0.01,0.02,0,0.01,0.01,0.07,0
byte_cursor_from_string,TRUE,75,495,2,11,0,0,0.03,0.03,0.04,0,0.01,0.02,0.13,0
byte_cursor_left_trim_pred,TRUE,100,509,0,3,0,0,0.02,0.02,0.05,0,0.01,0.01,0.1,0
byte_cursor_left_trim_pred2,TRUE,71,344,0,0,0,0,0.01,0.01,0.03,0,0.01,0.01,0.06,0
byte_cursor_read,TRUE,153,766,4,3,0,0,0.3,0.3,0.1,0,0.01,0.02,0.47,0
byte_cursor_read_and_fill_buffer,TRUE,260,1248,4,4,0,0,0.37,0.37,0.23,0,0.01,0.04,0.72,0
byte_cursor_read_and_fill_buffer2,TRUE,216,1032,2,2,0,0,0.18,0.18,0.15,0,0.01,0.03,0.41,0
byte_cursor_read_be16,TRUE,115,629,2,1,0,0,0.05,0.05,0.08,0,0.01,0.02,0.17,0
