job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_solve_time,pp_crab_solve_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
hash_table_swap,TRUE,2852,2075,513,2577,n/a,138,n/a,n/a,0.16,0.15,n/a,n/a,0.87,0.37,n/a,n/a,0.01,0.13,0.92
hash_table_clean_up,TRUE,1724,1846,835,3224,41,122,n/a,n/a,0.25,0.09,n/a,n/a,0.66,0.24,n/a,n/a,0.01,0.04,0.72
hash_table_clear,TRUE,1978,2320,929,3505,41,145,n/a,n/a,0.32,0.12,n/a,n/a,0.77,0.25,n/a,n/a,0.01,0.05,0.82
hash_table_create,TRUE,3580,4087,1313,6672,75,157,n/a,n/a,0.58,0.21,n/a,n/a,9.51,8.45,n/a,n/a,0.01,0.16,9.59
hash_table_foreach,TRUE,2234,4968,1198,5829,n/a,379,n/a,n/a,0.44,0.26,n/a,n/a,6.27,4.07,n/a,n/a,0.01,1.35,6.39
hash_table_find,TRUE,2704,3409,1196,4783,71,145,n/a,n/a,0.53,0.14,n/a,n/a,1.60,0.84,n/a,n/a,0.01,0.04,1.66
hash_table_init_bounded,TRUE,1756,1375,175,1659,27,18,n/a,n/a,0.03,0.02,n/a,n/a,2.21,2.07,n/a,n/a,0.01,0.07,2.24
hash_table_init_unbounded,TRUE,1655,1296,156,1452,24,18,n/a,n/a,0.04,0.03,n/a,n/a,0.29,0.11,n/a,n/a,0.01,0.08,0.32
hash_table_put,TRUE,3444,4016,1244,6198,78,140,n/a,n/a,0.67,0.20,n/a,n/a,4.79,3.71,n/a,n/a,0.01,0.11,4.88
hash_table_remove,TRUE,2791,3070,948,4874,50,125,n/a,n/a,0.54,0.14,n/a,n/a,4.01,3.11,n/a,n/a,0.01,0.17,4.07
linked_list_back,TRUE,3753,2278,391,2308,6,191,n/a,n/a,0.12,0.08,n/a,n/a,0.85,0.59,n/a,n/a,0.01,0.04,0.88
linked_list_begin,TRUE,3723,2249,389,2288,6,190,n/a,n/a,0.22,0.16,n/a,n/a,1.42,0.90,n/a,n/a,0.01,0.09,1.47
linked_list_end,TRUE,3707,2247,388,2287,6,189,n/a,n/a,0.11,0.17,n/a,n/a,1.17,0.75,n/a,n/a,0.01,0.08,1.22
linked_list_front,TRUE,3978,2386,459,2553,10,199,n/a,n/a,0.21,0.15,n/a,n/a,1.24,0.77,n/a,n/a,0.01,0.07,1.29
linked_list_init,TRUE,551,398,20,110,n/a,12,n/a,n/a,0.01,0.01,n/a,n/a,0.06,0.02,n/a,n/a,0.01,0.01,0.07
linked_list_remove,TRUE,657,503,22,122,n/a,14,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.03
linked_list_pop_back,TRUE,4428,2902,637,3429,32,216,n/a,n/a,0.19,0.13,n/a,n/a,1.45,1.02,n/a,n/a,0.01,0.06,1.51
linked_list_pop_front,TRUE,4427,2929,659,3463,32,216,n/a,n/a,0.27,0.15,n/a,n/a,1.72,1.18,n/a,n/a,0.01,0.07,1.78
linked_list_prev,TRUE,636,472,23,128,n/a,15,n/a,n/a,0.00,0.01,n/a,n/a,0.02,0.01,n/a,n/a,0.01,0.01,0.03
linked_list_next,TRUE,636,472,23,128,n/a,15,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.03
linked_list_node_reset,TRUE,430,406,18,102,n/a,2,n/a,n/a,0.00,0.00,n/a,n/a,0.02,0.02,n/a,n/a,0.00,0.00,0.03
linked_list_push_back,TRUE,4593,2812,548,3115,6,242,n/a,n/a,0.10,0.09,n/a,n/a,1.10,0.79,n/a,n/a,0.01,0.07,1.15
linked_list_push_front,TRUE,4602,2914,617,3455,11,238,n/a,n/a,0.15,0.13,n/a,n/a,1.88,1.43,n/a,n/a,0.01,0.10,1.94
linked_list_swap_contents,TRUE,9074,6126,1486,10501,5,600,n/a,n/a,0.43,0.30,n/a,n/a,7.89,6.34,n/a,n/a,0.01,0.62,8.01
linked_list_insert_after,TRUE,677,500,24,134,n/a,16,n/a,n/a,0.01,0.01,n/a,n/a,0.04,0.01,n/a,n/a,0.01,0.01,0.05
linked_list_insert_before,TRUE,677,500,24,134,n/a,16,n/a,n/a,0.01,0.01,n/a,n/a,0.03,0.01,n/a,n/a,0.01,0.01,0.04
linked_list_rbegin,TRUE,3982,2415,465,2576,10,198,n/a,n/a,0.13,0.11,n/a,n/a,0.69,0.37,n/a,n/a,0.01,0.04,0.73
linked_list_rend,TRUE,3808,2269,401,2336,6,195,n/a,n/a,0.11,0.09,n/a,n/a,1.01,0.75,n/a,n/a,0.01,0.04,1.05
string_bytes,TRUE,744,684,49,269,2,7,n/a,n/a,0.01,0.01,n/a,n/a,0.10,0.07,n/a,n/a,0.01,0.01,0.12
string_compare,TRUE,1347,1338,355,2106,43,6,n/a,n/a,0.06,0.03,n/a,n/a,2.97,2.79,n/a,n/a,0.01,0.05,2.99
string_eq,TRUE,1319,1311,355,2063,47,6,n/a,n/a,0.08,0.03,n/a,n/a,2.12,1.92,n/a,n/a,0.01,0.05,2.14
string_eq_byte_buf,TRUE,1710,1555,392,1960,21,53,n/a,n/a,0.04,0.02,n/a,n/a,0.41,0.33,n/a,n/a,0.01,0.02,0.44
