job_name,result,bmc.circ_sz,bmc.dag_sz,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
byte_buf_clean_up_crab,TRUE,59,421,0,0,0,16,0.04,0.01,0.01,0.03,0.01,0.01,0.05,0
byte_buf_append_dynamic_crab,TRUE,212,1204,0,12,12,71,0.07,0.01,0.01,0.10,0.01,0.03,0.09,0
byte_buf_cat_crab,TRUE,474,2425,0,22,22,96,0.10,0.01,0.01,0.21,0.01,0.04,0.13,0
byte_buf_clean_up_secure_crab,TRUE,64,440,0,0,0,20,0.03,0.01,0.01,0.03,0.01,0.01,0.05,0
byte_buf_eq_c_str_crab,TRUE,493,2870,1,6,7,38,0.22,0.07,0.03,0.07,0.01,0.06,0.25,0
byte_buf_eq_c_str_ignore_case_crab,TRUE,479,4550,1,6,7,35,0.23,0.06,0.01,0.06,0.01,0.09,0.27,0
byte_buf_from_array_crab,TRUE,94,645,0,0,0,25,0.04,0.01,0.01,0.02,0.01,0.01,0.06,0
byte_buf_advance_crab,TRUE,287,1784,5,0,5,40,1.14,1.01,0.03,0.08,0.01,0.06,1.17,0
array_list_comparator_string_crab,TRUE,819,3707,66,7,27,30,3.04,2.92,0.05,0.07,0.01,0.03,3.06,0
byte_buf_from_empty_array_crab,TRUE,94,572,0,0,0,24,0.03,0.01,0.01,0.03,0.01,0.01,0.04,0
byte_buf_init_copy_from_cursor_crab,TRUE,93,1975,0,4,4,17,0.19,0.02,0.01,0.06,0.01,0.09,0.22,0
byte_buf_init_crab,TRUE,70,325,0,0,0,27,0.04,0.01,0.01,0.05,0.01,0.01,0.05,0
byte_buf_init_copy_crab,TRUE,168,2882,0,9,9,37,0.34,0.02,0.01,0.07,0.01,0.22,0.36,0
byte_buf_from_c_str_crab,TRUE,561,2388,3,60,34,35,0.62,0.58,0.01,0.07,0,0.02,0.64,0
byte_buf_reserve_relative_crab,TRUE,157,890,0,4,4,58,0.06,0.01,0.01,0.05,0.01,0.02,0.08,0
byte_buf_reserve_crab,TRUE,98,2959,0,4,4,30,0.14,0.02,0.01,0.04,0.01,0.09,0.16,0
byte_buf_secure_zero_crab,TRUE,87,1983,0,2,2,24,0.11,0.02,0.01,0.05,0.01,0.05,0.12,0
byte_buf_reset_crab,TRUE,88,2871,0,2,2,15,0.11,0.02,0.01,0.04,0.01,0.06,0.12,0
byte_buf_write_be16_crab,TRUE,138,780,0,5,5,39,0.06,0.01,0.01,0.10,0.01,0.02,0.08,0
byte_buf_write_be32_crab,TRUE,138,781,0,5,5,39,0.05,0.01,0.01,0.05,0.01,0.02,0.07,0
byte_buf_write_be64_crab,TRUE,138,777,0,5,5,39,0.05,0.01,0.01,0.05,0.01,0.02,0.07,0
byte_buf_write_crab,TRUE,173,2834,0,5,5,52,0.19,0.02,0.01,0.06,0.01,0.12,0.22,0
byte_buf_write_from_whole_cursor_crab,TRUE,217,4590,0,10,10,64,0.30,0.02,0.01,0.10,0.01,0.19,0.32,0
byte_buf_write_from_whole_string_crab,TRUE,250,6102,0,28,28,38,0.28,0.02,0.01,0.06,0.01,0.16,0.30,0
byte_buf_write_from_whole_buffer_crab,TRUE,292,5341,0,10,10,72,0.33,0.02,0.01,0.12,0.01,0.21,0.36,0
byte_buf_write_u8_crab,TRUE,139,777,0,5,5,39,0.04,0.01,0.01,0.06,0.01,0.01,0.06,0
byte_buf_cursor_1,TRUE,188,3213,9,1,7,19,0.55,0.34,0.02,0.06,0.01,0.11,0.56,0
byte_cursor_advance_nospec_crab,TRUE,111,869,2,1,3,19,0.57,0.51,0.01,0.05,0.01,0.04,0.59,0
byte_cursor_advance_crab,TRUE,106,813,2,1,3,17,0.65,0.59,0.02,0.07,0.01,0.03,0.66,0
byte_cursor_read_crab,TRUE,110,2224,0,7,7,29,0.21,0.01,0.01,0.05,0.01,0.14,0.23,0
hash_table_put_crab,TRUE,752,4593,0,180,104,18,0.42,0.02,0.07,0.10,0,0.20,0.47,0
string_eq_byte_buf_crab,TRUE,244,1381,11,9,11,12,0.39,0.35,0.01,0.04,0.01,0.02,0.40,0
huffman_test_transitive,TRUE,120,599,4,4,20,89,0.04,0.01,0.01,0.26,0.01,0.01,0.06,0
string_eq_crab,TRUE,211,1517,14,2,14,45,0.94,0.89,0.01,0.03,0.01,0.02,0.96,0
priority_queue_push_crab,TRUE,373,18709,0,16,17,139,2.60,0.06,0.02,0.30,0.01,2.09,2.65,0
sanitize_pem,TRUE,406,1840,35,15,55,33,0.25,0.20,0.02,0.28,0.01,0.01,0.27,0
input_stream_from_cursor,TRUE,146,726,14,0,17,50,0.29,0.20,0.02,0.10,0.01,0.06,0.31,0
byte_buf_1,TRUE,237,8982,10,0,10,36,6.25,5.19,0.03,0.09,0.01,0.87,6.28,0
byte_buf_eq_ignore_case_crab,TRUE,652,5735,26,2,8,60,9.04,8.68,0.08,0.12,0.01,0.17,9.09,0
byte_cursor_compare_lexical_crab,TRUE,260,1870,12,0,18,52,6.88,6.78,0.03,0.12,0.01,0.05,6.90,0
rsa,TRUE,1818,10841,1,0,1,278,0.36,0.03,0.02,0.07,0.01,0.13,0.45,0
sha1,TRUE,1361,6286,3,0,3,69,0.21,0.02,0.04,0.06,0.01,0.05,0.29,0
sha256,TRUE,1351,6240,3,0,3,69,0.12,0.01,0.03,0.11,0.01,0.03,0.17,0
ecc,TRUE,1252,10123,2,143,243,201,0.92,0.02,0.02,0.62,0.01,0.63,0.99,0
sha256_hmac,TRUE,421,2114,2,0,2,52,0.07,0.01,0.01,0.04,0.01,0.02,0.11,0
huffman_test_transitive_chunked,TRUE,796,4136,39,26,203,16,0.60,0.30,0.04,6.48,0.01,0.19,0.65,0
pem_objects_init_from_file_contents,TRUE,290,1278,1,34,336,42,0.21,0.19,0.01,4.83,0.01,0.01,0.24,0
byte_buf_append_with_lookup_crab,TRUE,463,18821,10,13,3,60,22.60,20.60,0.06,0.11,0.01,1.49,22.64,0
profile_collection_new_from_buffer,TRUE,4918,48506,578,31,822,43,21.58,16.03,0.29,18.90,0.01,3.32,21.76,0
der,TRUE,2704,51398,365,124,581,459,72.37,24.07,0.14,0.63,0.01,41.02,72.60,0
priority_queue_scheduler,0,0,0,0,0,1360,11,0,0,0,3.36,0,0,0,0
byte_buf_eq_crab,0,0,0,0,0,14,64,0,0,0,0.14,0,0,0,0
priority_queue_1,0,0,0,0,0,158,10,0,0,0,1.83,0,0,0,0
