job_name,result,bmc.circ_sz,bmc.dag_sz,crab.isderef.not.solve,crab.isderef.solve,bmc_time,bmc_solve_time,crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
hash_table_get_entry_count2,TRUE,173,946,0,44,0.03,0.03,0.07,0.01,0.02,0.17,0
byte_cursor_eq_ignore_case2,TRUE,221,2663,0,10,0.59,0.59,0.05,0.01,0.02,0.69,0
byte_cursor_compare_lexical2,TRUE,316,1588,0,28,0.35,0.35,0.07,0.01,0.01,0.45,0
byte_buf_write_from_whole_string2,TRUE,255,2522,24,3,2.10,2.10,0.06,0.01,0.06,2.26,0
hash_iter_done2,TRUE,484,2258,3,81,0.10,0.10,0.33,0.01,0.03,0.68,0
hash_iter_begin2,TRUE,720,3309,35,69,0.57,0.57,0.44,0.01,0.04,1.22,0
hash_iter_next2,TRUE,557,2790,12,81,0.93,0.93,0.39,0.01,0.04,1.58,0
hash_iter_begin_done2,TRUE,1252,5239,67,104,0.71,0.71,0.58,0.01,0.04,1.57,0
ring_buffer_acquire2,TRUE,543,2514,0,0,2.62,2.62,0.18,0.01,0.02,2.88,0
hash_table_find2,TRUE,1044,4568,69,107,3.23,3.23,0.75,0.01,0.04,4.24,0
ring_buffer_acquire_up_to2,TRUE,557,2645,0,0,4.52,4.52,0.21,0.01,0.03,4.82,0
ring_buffer_release2,TRUE,417,1920,0,0,7.47,7.47,0.08,0.01,0.01,7.59,0
hash_table_eq,TRUE,7256,29944,576,521,14.12,14.12,7.42,0.01,0.30,28.50,0
ring_buffer_buf_belongs_to_pool2,TRUE,387,1729,0,0,25.91,25.91,0.06,0.01,0.01,26.00,0
